"Artikelnummer";"Artikelname";"Interner Schlüssel";"GTIN";"HAN";"Eigene ID";"Attributgruppe";"Attributname";"Attributwert";"Sortiernummer";"Datentyp (sonst automatisch ermittelt)";"Attributart";"Englisch: Attributname";"Englisch: Attributwert";"MeaLana-Onlineshop Deutsch: Attributwert";"MeaLana-Onlineshop Englisch: Attributwert";"sockenwolle-online.at Deutsch: Attributwert";"sockenwolle-online.at Englisch: Attributwert";"bio-wolle.at Deutsch: Attributwert";"bio-wolle.at Englisch: Attributwert";"verschlusssache.at Deutsch: Attributwert";"verschlusssache.at Englisch: Attributwert";
"D-102303";"DROPS loves You #3 braun (03)";"3040";"7071723010037";"102303";;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"D-102303";"DROPS loves You #3 braun (03)";"3040";"7071723010037";"102303";;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102301";"DROPS loves You #3 natur (01)";"3038";"7071723009949";"102301";;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"D-102301";"DROPS loves You #3 natur (01)";"3038";"7071723009949";"102301";;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"D-102301";"DROPS loves You #3 natur (01)";"3038";"7071723009949";"102301";;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-109201";"Delight [Print] grau (01)";"3022";"7071723003206";"109201";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-109202";"Delight [Print] pflaume/beige/erika (02)";"3021";"7071723003213";"109202";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-109208";"Delight [Print] grün/beige (08)";"3020";"7071723003275";"109208";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-109210";"Delight [Print] oliv/rost/pflaume (10)";"3018";"7071723003299";"109210";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-109209";"Delight [Print] türkis/lila (09#)";"3017";"7071723003282";"109209";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-109204";"Delight [Print] hellblau (04)";"3015";"7071723003237";"109204";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-109205";"Delight [Print] beige/grau/rosa (05)";"3013";"7071723003244";"109205";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-109214";"Delight [Print] lila/grün (14)";"3012";"7071723007297";"109214";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-109206";"Delight [Print] rosa/lila (06)";"3011";"7071723003251";"109206";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-109213";"Delight [Print] rot/orange/grau (13)";"3008";"7071723007280";"109213";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-109211";"Delight [Print] flieder/grün (11)";"3007";"7071723003305";"109211";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-109212";"Delight [Print] regenbogen (12#)";"3006";"7071723003312";"109212";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106612";"Cotton Viscose [Uni] dunkelgrün (12#)";"3005";"7071723001417";"106612";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106610";"Cotton Viscose [Uni] moosgrün (10#)";"3004";"7071723001394";"106610";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106611";"Cotton Viscose [Uni] khaki (11#)";"3003";"7071723001400";"106611";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106629";"Cotton Viscose [Uni] graugrün,hell (29#)";"3002";"7071723001561";"106629";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106616";"Cotton Viscose [Uni] eisblau (16#)";"3001";"7071723001448";"106616";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106631";"Cotton Viscose [Uni] kobaltblau (31#)";"3000";"7071723001585";"106631";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106622";"Cotton Viscose [Uni] jeansblau (22#)";"2999";"7071723001493";"106622";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106613";"Cotton Viscose [Uni] lavendelblau (13)";"2998";"7071723001424";"106613";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106625";"Cotton Viscose [Uni] dunkellila (25#)";"2997";"7071723001523";"106625";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106630";"Cotton Viscose [Uni] lila (30#)";"2996";"7071723001578";"106630";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106621";"Cotton Viscose [Uni] helllila (21#)";"2995";"7071723001486";"106621";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106628";"Cotton Viscose [Uni] hellrosa (28#)";"2994";"7071723001554";"106628";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106627";"Cotton Viscose [Uni] flieder (27)";"2993";"7071723001547";"106627";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106603";"Cotton Viscose [Uni] altrosa (03#)";"2992";"7071723001332";"106603";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106624";"Cotton Viscose [Uni] dunkelflieder (24)";"2991";"7071723001516";"106624";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106608";"Cotton Viscose [Uni] pink (08#)";"2990";"7071723001387";"106608";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106605";"Cotton Viscose [Uni] rot (05#)";"2989";"7071723001356";"106605";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106607";"Cotton Viscose [Uni] bordeaux (07)";"2988";"7071723001370";"106607";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106606";"Cotton Viscose [Uni] rost (06#)";"2987";"7071723001363";"106606";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106604";"Cotton Viscose [Uni] senf (04#)";"2986";"7071723001349";"106604";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106617";"Cotton Viscose [Uni] hellbeige (17)";"2985";"7071723001455";"106617";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106626";"Cotton Viscose [Uni] kastanienbraun (26#)";"2984";"7071723001530";"106626";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106623";"Cotton Viscose [Uni] dunkelbraun (23#)";"2983";"7071723001509";"106623";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106615";"Cotton Viscose [Uni] schwarz (15)";"2982";"7071723001431";"106615";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106619";"Cotton Viscose [Uni] dunkelgrau (19#)";"2981";"7071723001479";"106619";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106618";"Cotton Viscose [Uni] perlgrau (18)";"2980";"7071723001462";"106618";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106602";"Cotton Viscose [Uni] natur (02)";"2979";"7071723001325";"106602";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106601";"Cotton Viscose [Uni] weiss (01)";"2978";"7071723001318";"106601";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106220";"Cotton Light [Uni] schwarz (20)";"2977";"7071723001783";"106220";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106212";"Cotton Light [Uni] khakigrün (12)";"2976";"7071723001707";"106212";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106211";"Cotton Light [Uni] apfelgrün (11)";"2975";"7071723001691";"106211";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106214";"Cotton Light [Uni] dunkeltürkis (14)";"2973";"7071723001721";"106214";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106227";"Cotton Light [Uni] mint (27)";"2972";"7071723008232";"106227";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106208";"Cotton Light [Uni] helleisblau (08)";"2971";"7071723001660";"106208";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106226";"Cotton Light [Uni] dark wash (26)";"2970";"7071723008225";"106226";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106224";"Cotton Light [Uni] traube (24)";"2969";"7071723008201";"106224";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106225";"Cotton Light [Uni] hell flieder (25)";"2967";"7071723008218";"106225";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106205";"Cotton Light [Uni] hellrosa (05)#";"2965";"7071723001639";"106205";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106218";"Cotton Light [Uni] cerise (18)";"2964";"7071723001769";"106218";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106232";"Cotton Light [Uni] rot (32)";"2963";"7071723008287";"106232";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106217";"Cotton Light [Uni] dunkelrot (17)#";"2962";"7071723001752";"106217";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106228";"Cotton Light [Uni] goldgelb (28)";"2961";"7071723008249";"106228";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106221";"Cotton Light [Uni] hellbeige (21)";"2960";"7071723008171";"106221";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106222";"Cotton Light [Uni] khakibraun (22)";"2959";"7071723008188";"106222";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106230";"Cotton Light [Uni] dunkelgrau (30)";"2958";"7071723008263";"106230";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106231";"Cotton Light [Uni] perlgrau (31)";"2957";"7071723008270";"106231";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106201";"Cotton Light [Uni] natur (01)";"2956";"7071723001592";"106201";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-106202";"Cotton Light [Uni] weiss (02)";"2955";"7071723001608";"106202";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-103716";"Bomull-Lin [Uni] schwarz (16)";"2954";"7071723003053";"103716";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-103721";"Bomull-Lin [Uni] dunkelblau (21)";"2953";"7071723003077";"103721";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-103720";"Bomull-Lin [Uni] graublau (20)";"2952";"7071723003060";"103720";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-103715";"Bomull-Lin [Uni] hellgrau (15)";"2951";"7071723003046";"103715";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-103705";"Bomull-Lin [Uni] braun (05)";"2950";"7071723003022";"103705";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-103711";"Bomull-Lin [Uni] beige (11)";"2949";"7071723003039";"103711";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-103703";"Bomull-Lin [Uni] sand (03)";"2948";"7071723003015";"103703";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-103702";"Bomull-Lin [Uni] natur (02)";"2947";"7071723003008";"103702";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-103701";"Bomull-Lin [Uni] weiss (01)";"2946";"7071723002995";"103701";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102014";"Big Merino [Uni] waldgrün (14)";"2945";"7071723009932";"102014";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102013";"Big Merino [Uni] oliv (13)#";"2944";"7071723008744";"102013";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102006";"Big Merino [Mix] vergissmeinnicht (06)";"2942";"7071723008669";"102006";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102007";"Big Merino [Uni] jeansblau (07)";"2941";"7071723008676";"102007";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102017";"Big Merino [Uni] marine (17)";"2940";"7071723009895";"102017";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102009";"Big Merino [Mix] lavendel (09)";"2938";"7071723008690";"102009";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102008";"Big Merino [Mix] marmor (08)";"2937";"7071723008683";"102008";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102012";"Big Merino [Mix] bordeaux (12)#";"2934";"7071723008720";"102012";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102019";"Big Merino [Uni] beige (19)";"2931";"7071723009918";"102019";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102005";"Big Merino [Uni] mokka (05)";"2930";"7071723008652";"102005";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102004";"Big Merino [Uni] schwarz (04)";"2929";"7071723008645";"102004";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102003";"Big Merino [Mix] anthrazit (03)";"2928";"7071723008638";"102003";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102002";"Big Merino [Mix] grau (02)";"2927";"7071723008621";"102002";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102001";"Big Merino [Uni] natur (01)";"2926";"7071723008614";"102001";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-109710#";"Big Delight [Print] olive/rost/pflaume (10)#";"2904";"7071723008799";"109710";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-109711";"Big Delight [Print] waldbeermuffin (11)";"2903";"7071723008805";"109711";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-109712";"Big Delight [Print] jeansblau/aquamarin (12)";"2902";"7071723008812";"109712";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-109713";"Big Delight [Print] grau (13)";"2901";"7071723008829";"109713";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-109705";"Big Delight [Print] schokoladenbanane (05)#";"2900";"7071723008560";"109705";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-109703";"Big Delight [Print] minzschokolade (03)";"2899";"7071723008546";"109703";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-109704";"Big Delight [Print] marine (04#)";"2898";"7071723008553";"109704";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-109709";"Big Delight [Print] atlantis (09)";"2897";"7071723008607";"109709";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-109708";"Big Delight [Print] waldbeeren (08)";"2896";"7071723008591";"109708";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
